name,description,price,category,stock,image
"Product 11997","Sample description 11997",49421,Furniture,138,
"Product 11998","Sample description 11998",21968,Accessories,318,
"Product 11999","Sample description 11999",24449,Computers,44,
"Product 12000","Sample description 12000",33553,Fashion,346,
"Product 12001","Sample description 12001",32431,Fashion,270,
"Product 12002","Sample description 12002",6735,Computers,25,
"Product 12003","Sample description 12003",38527,Furniture,99,
"Product 12004","Sample description 12004",12632,Furniture,119,
"Product 12005","Sample description 12005",20961,Electronics,434,
"Product 12006","Sample description 12006",7933,Fashion,272,
"Product 12007","Sample description 12007",36851,Accessories,95,
"Product 12008","Sample description 12008",36191,Computers,364,
"Product 12009","Sample description 12009",7090,Electronics,372,
"Product 12010","Sample description 12010",42357,Fashion,125,
"Product 12011","Sample description 12011",38213,Accessories,480,
"Product 12012","Sample description 12012",26017,Accessories,265,
"Product 12013","Sample description 12013",40726,Fashion,431,
"Product 12014","Sample description 12014",23126,Furniture,278,
"Product 12015","Sample description 12015",4291,Furniture,495,
"Product 12016","Sample description 12016",5486,Electronics,211,
"Product 12017","Sample description 12017",1231,Furniture,91,
"Product 12018","Sample description 12018",42517,Fashion,375,
"Product 12019","Sample description 12019",15004,Furniture,361,
"Product 12020","Sample description 12020",30659,Furniture,70,
"Product 12021","Sample description 12021",42835,Electronics,304,
"Product 12022","Sample description 12022",43234,Electronics,398,
"Product 12023","Sample description 12023",31619,Accessories,280,
"Product 12024","Sample description 12024",22099,Furniture,251,
"Product 12025","Sample description 12025",33718,Fashion,151,
"Product 12026","Sample description 12026",23237,Furniture,396,
"Product 12027","Sample description 12027",42185,Electronics,458,
"Product 12028","Sample description 12028",44671,Computers,145,
"Product 12029","Sample description 12029",27203,Fashion,383,
"Product 12030","Sample description 12030",12227,Accessories,485,
"Product 12031","Sample description 12031",12165,Computers,191,
"Product 12032","Sample description 12032",14620,Computers,415,
"Product 12033","Sample description 12033",7970,Electronics,335,
"Product 12034","Sample description 12034",44613,Furniture,130,
"Product 12035","Sample description 12035",43171,Furniture,110,
"Product 12036","Sample description 12036",2553,Fashion,117,
"Product 12037","Sample description 12037",25446,Furniture,262,
"Product 12038","Sample description 12038",3189,Accessories,374,
"Product 12039","Sample description 12039",40562,Furniture,213,
"Product 12040","Sample description 12040",15491,Fashion,429,
"Product 12041","Sample description 12041",1846,Fashion,435,
"Product 12042","Sample description 12042",5250,Fashion,304,
"Product 12043","Sample description 12043",11684,Electronics,381,
"Product 12044","Sample description 12044",17338,Furniture,260,
"Product 12045","Sample description 12045",12060,Fashion,303,
"Product 12046","Sample description 12046",44042,Computers,437,
"Product 12047","Sample description 12047",30829,Furniture,388,
"Product 12048","Sample description 12048",17423,Computers,45,
"Product 12049","Sample description 12049",43983,Accessories,69,
"Product 12050","Sample description 12050",39601,Computers,200,
"Product 12051","Sample description 12051",37809,Furniture,466,
"Product 12052","Sample description 12052",44056,Furniture,234,
"Product 12053","Sample description 12053",45766,Furniture,398,
"Product 12054","Sample description 12054",39808,Electronics,188,
"Product 12055","Sample description 12055",34547,Accessories,110,
"Product 12056","Sample description 12056",13848,Fashion,328,
"Product 12057","Sample description 12057",35667,Accessories,284,
"Product 12058","Sample description 12058",30169,Electronics,81,
"Product 12059","Sample description 12059",44238,Computers,175,
"Product 12060","Sample description 12060",34400,Furniture,170,
"Product 12061","Sample description 12061",17614,Electronics,78,
"Product 12062","Sample description 12062",26934,Accessories,235,
"Product 12063","Sample description 12063",45959,Fashion,146,
"Product 12064","Sample description 12064",11426,Fashion,310,
"Product 12065","Sample description 12065",5197,Accessories,401,
"Product 12066","Sample description 12066",2548,Accessories,102,
"Product 12067","Sample description 12067",15883,Electronics,111,
"Product 12068","Sample description 12068",39658,Accessories,358,
"Product 12069","Sample description 12069",34316,Accessories,379,
"Product 12070","Sample description 12070",18419,Fashion,316,
"Product 12071","Sample description 12071",11241,Furniture,347,
"Product 12072","Sample description 12072",34385,Furniture,421,
"Product 12073","Sample description 12073",5773,Electronics,349,
"Product 12074","Sample description 12074",17678,Fashion,216,
"Product 12075","Sample description 12075",14023,Computers,268,
"Product 12076","Sample description 12076",4133,Furniture,497,
"Product 12077","Sample description 12077",13800,Electronics,131,
"Product 12078","Sample description 12078",22866,Furniture,69,
"Product 12079","Sample description 12079",49418,Electronics,77,
"Product 12080","Sample description 12080",13834,Electronics,141,
"Product 12081","Sample description 12081",41401,Electronics,262,
"Product 12082","Sample description 12082",18008,Fashion,375,
"Product 12083","Sample description 12083",39392,Electronics,158,
"Product 12084","Sample description 12084",1152,Computers,116,
"Product 12085","Sample description 12085",28421,Fashion,288,
"Product 12086","Sample description 12086",30610,Fashion,4,
"Product 12087","Sample description 12087",7304,Fashion,53,
"Product 12088","Sample description 12088",6027,Furniture,404,
"Product 12089","Sample description 12089",13973,Fashion,25,
"Product 12090","Sample description 12090",2603,Electronics,401,
"Product 12091","Sample description 12091",16754,Fashion,337,
"Product 12092","Sample description 12092",4689,Computers,143,
"Product 12093","Sample description 12093",29281,Fashion,424,
"Product 12094","Sample description 12094",15711,Electronics,188,
"Product 12095","Sample description 12095",8440,Accessories,62,
"Product 12096","Sample description 12096",12645,Accessories,302,
"Product 12097","Sample description 12097",27390,Furniture,52,
"Product 12098","Sample description 12098",35183,Furniture,372,
"Product 12099","Sample description 12099",15737,Accessories,159,
"Product 12100","Sample description 12100",11656,Furniture,486,
"Product 12101","Sample description 12101",19434,Accessories,411,
"Product 12102","Sample description 12102",28571,Electronics,493,
"Product 12103","Sample description 12103",22942,Computers,64,
"Product 12104","Sample description 12104",16149,Fashion,208,
"Product 12105","Sample description 12105",25654,Furniture,312,
"Product 12106","Sample description 12106",21207,Fashion,118,
"Product 12107","Sample description 12107",7395,Accessories,297,
"Product 12108","Sample description 12108",27126,Computers,491,
"Product 12109","Sample description 12109",3329,Electronics,468,
"Product 12110","Sample description 12110",19083,Computers,14,
"Product 12111","Sample description 12111",316,Electronics,135,
"Product 12112","Sample description 12112",43186,Accessories,104,
"Product 12113","Sample description 12113",1643,Fashion,75,
"Product 12114","Sample description 12114",9457,Fashion,415,
"Product 12115","Sample description 12115",2279,Computers,191,
"Product 12116","Sample description 12116",39131,Accessories,120,
"Product 12117","Sample description 12117",25294,Furniture,303,
"Product 12118","Sample description 12118",23641,Fashion,374,
"Product 12119","Sample description 12119",28235,Computers,324,
"Product 12120","Sample description 12120",35669,Electronics,137,
"Product 12121","Sample description 12121",2314,Fashion,409,
"Product 12122","Sample description 12122",45968,Computers,45,
"Product 12123","Sample description 12123",40403,Accessories,477,
"Product 12124","Sample description 12124",40990,Electronics,379,
"Product 12125","Sample description 12125",23299,Electronics,228,
"Product 12126","Sample description 12126",29649,Electronics,345,
"Product 12127","Sample description 12127",12372,Furniture,142,
"Product 12128","Sample description 12128",43322,Furniture,488,
"Product 12129","Sample description 12129",35475,Furniture,345,
"Product 12130","Sample description 12130",21879,Electronics,337,
"Product 12131","Sample description 12131",2534,Furniture,266,
"Product 12132","Sample description 12132",23454,Computers,39,
"Product 12133","Sample description 12133",30504,Fashion,424,
"Product 12134","Sample description 12134",46252,Accessories,60,
"Product 12135","Sample description 12135",26758,Furniture,122,
"Product 12136","Sample description 12136",13759,Computers,28,
"Product 12137","Sample description 12137",15620,Accessories,260,
"Product 12138","Sample description 12138",26105,Computers,177,
"Product 12139","Sample description 12139",16960,Electronics,22,
"Product 12140","Sample description 12140",36919,Furniture,291,
"Product 12141","Sample description 12141",48800,Accessories,79,
"Product 12142","Sample description 12142",14394,Accessories,361,
"Product 12143","Sample description 12143",41272,Accessories,151,
"Product 12144","Sample description 12144",27388,Computers,205,
"Product 12145","Sample description 12145",36622,Computers,66,
"Product 12146","Sample description 12146",25092,Electronics,454,
"Product 12147","Sample description 12147",35749,Accessories,77,
"Product 12148","Sample description 12148",10648,Accessories,161,
"Product 12149","Sample description 12149",14792,Fashion,379,
"Product 12150","Sample description 12150",16206,Electronics,371,
"Product 12151","Sample description 12151",3253,Furniture,357,
"Product 12152","Sample description 12152",48222,Furniture,170,
"Product 12153","Sample description 12153",49084,Computers,452,
"Product 12154","Sample description 12154",39602,Computers,355,
"Product 12155","Sample description 12155",26630,Fashion,390,
"Product 12156","Sample description 12156",48706,Electronics,107,
"Product 12157","Sample description 12157",35458,Accessories,11,
"Product 12158","Sample description 12158",18215,Fashion,393,
"Product 12159","Sample description 12159",42728,Electronics,82,
"Product 12160","Sample description 12160",47652,Computers,313,
"Product 12161","Sample description 12161",32674,Fashion,291,
"Product 12162","Sample description 12162",47255,Fashion,454,
"Product 12163","Sample description 12163",5752,Electronics,154,
"Product 12164","Sample description 12164",34021,Furniture,456,
"Product 12165","Sample description 12165",485,Electronics,140,
"Product 12166","Sample description 12166",17532,Furniture,423,
"Product 12167","Sample description 12167",38470,Furniture,376,
"Product 12168","Sample description 12168",2219,Furniture,206,
"Product 12169","Sample description 12169",27262,Electronics,112,
"Product 12170","Sample description 12170",45572,Electronics,481,
"Product 12171","Sample description 12171",29293,Computers,49,
"Product 12172","Sample description 12172",19632,Furniture,161,
"Product 12173","Sample description 12173",36482,Electronics,468,
"Product 12174","Sample description 12174",37107,Fashion,315,
"Product 12175","Sample description 12175",4817,Computers,460,
"Product 12176","Sample description 12176",1870,Computers,261,
"Product 12177","Sample description 12177",41294,Electronics,208,
"Product 12178","Sample description 12178",39515,Furniture,64,
"Product 12179","Sample description 12179",8383,Electronics,299,
"Product 12180","Sample description 12180",20610,Furniture,456,
"Product 12181","Sample description 12181",2501,Furniture,134,
"Product 12182","Sample description 12182",25190,Electronics,9,
"Product 12183","Sample description 12183",21141,Computers,109,
"Product 12184","Sample description 12184",22086,Accessories,131,
"Product 12185","Sample description 12185",4465,Computers,247,
"Product 12186","Sample description 12186",180,Computers,47,
"Product 12187","Sample description 12187",38452,Computers,244,
"Product 12188","Sample description 12188",19662,Accessories,194,
"Product 12189","Sample description 12189",27098,Accessories,372,
"Product 12190","Sample description 12190",21851,Fashion,215,
"Product 12191","Sample description 12191",10410,Accessories,180,
"Product 12192","Sample description 12192",9242,Furniture,226,
"Product 12193","Sample description 12193",34620,Fashion,394,
"Product 12194","Sample description 12194",30823,Computers,352,
"Product 12195","Sample description 12195",30757,Fashion,400,
"Product 12196","Sample description 12196",46011,Electronics,89,
"Product 12197","Sample description 12197",22839,Electronics,115,
"Product 12198","Sample description 12198",48766,Furniture,83,
"Product 12199","Sample description 12199",13391,Computers,480,
"Product 12200","Sample description 12200",16709,Computers,360,
"Product 12201","Sample description 12201",8409,Furniture,443,
"Product 12202","Sample description 12202",43849,Furniture,203,
"Product 12203","Sample description 12203",42696,Fashion,388,
"Product 12204","Sample description 12204",17484,Computers,48,
"Product 12205","Sample description 12205",2369,Computers,417,
"Product 12206","Sample description 12206",8154,Computers,252,
"Product 12207","Sample description 12207",27148,Computers,224,
"Product 12208","Sample description 12208",21810,Computers,2,
"Product 12209","Sample description 12209",1266,Computers,347,
"Product 12210","Sample description 12210",36843,Computers,229,
"Product 12211","Sample description 12211",18589,Computers,39,
"Product 12212","Sample description 12212",666,Electronics,298,
"Product 12213","Sample description 12213",1333,Fashion,140,
"Product 12214","Sample description 12214",18342,Furniture,69,
"Product 12215","Sample description 12215",17223,Accessories,368,
"Product 12216","Sample description 12216",22935,Fashion,97,
"Product 12217","Sample description 12217",35464,Furniture,124,
"Product 12218","Sample description 12218",24774,Computers,262,
"Product 12219","Sample description 12219",44087,Furniture,27,
"Product 12220","Sample description 12220",41889,Electronics,103,
"Product 12221","Sample description 12221",20917,Electronics,354,
"Product 12222","Sample description 12222",15283,Computers,361,
"Product 12223","Sample description 12223",14513,Accessories,495,
"Product 12224","Sample description 12224",20890,Electronics,294,
"Product 12225","Sample description 12225",3317,Electronics,227,
"Product 12226","Sample description 12226",2944,Furniture,496,
"Product 12227","Sample description 12227",29064,Computers,302,
"Product 12228","Sample description 12228",16547,Electronics,206,
"Product 12229","Sample description 12229",26885,Accessories,199,
"Product 12230","Sample description 12230",44928,Fashion,344,
"Product 12231","Sample description 12231",26256,Computers,304,
"Product 12232","Sample description 12232",35686,Fashion,292,
"Product 12233","Sample description 12233",2178,Fashion,395,
"Product 12234","Sample description 12234",37861,Accessories,52,
"Product 12235","Sample description 12235",31649,Computers,414,
"Product 12236","Sample description 12236",48663,Accessories,62,
"Product 12237","Sample description 12237",49675,Computers,54,
"Product 12238","Sample description 12238",29487,Computers,194,
"Product 12239","Sample description 12239",3833,Furniture,500,
"Product 12240","Sample description 12240",12820,Electronics,154,
"Product 12241","Sample description 12241",7879,Accessories,328,
"Product 12242","Sample description 12242",40822,Accessories,259,
"Product 12243","Sample description 12243",25428,Computers,86,
"Product 12244","Sample description 12244",13282,Electronics,6,
"Product 12245","Sample description 12245",27437,Furniture,36,
"Product 12246","Sample description 12246",18075,Electronics,111,
"Product 12247","Sample description 12247",26560,Electronics,22,
"Product 12248","Sample description 12248",38104,Computers,161,
"Product 12249","Sample description 12249",2514,Fashion,292,
"Product 12250","Sample description 12250",15292,Furniture,252,
"Product 12251","Sample description 12251",49436,Fashion,46,
"Product 12252","Sample description 12252",49378,Fashion,372,
"Product 12253","Sample description 12253",22958,Fashion,147,
"Product 12254","Sample description 12254",33556,Electronics,438,
"Product 12255","Sample description 12255",28421,Accessories,394,
"Product 12256","Sample description 12256",10467,Electronics,214,
"Product 12257","Sample description 12257",24770,Furniture,446,
"Product 12258","Sample description 12258",22382,Fashion,34,
"Product 12259","Sample description 12259",10589,Electronics,474,
"Product 12260","Sample description 12260",24493,Computers,405,
"Product 12261","Sample description 12261",27148,Accessories,69,
"Product 12262","Sample description 12262",37408,Accessories,296,
"Product 12263","Sample description 12263",31741,Accessories,449,
"Product 12264","Sample description 12264",10887,Electronics,333,
"Product 12265","Sample description 12265",47085,Furniture,3,
"Product 12266","Sample description 12266",19030,Computers,435,
"Product 12267","Sample description 12267",8626,Accessories,211,
"Product 12268","Sample description 12268",25001,Electronics,491,
"Product 12269","Sample description 12269",14691,Fashion,220,
"Product 12270","Sample description 12270",31074,Fashion,239,
"Product 12271","Sample description 12271",34524,Accessories,496,
"Product 12272","Sample description 12272",11313,Fashion,168,
"Product 12273","Sample description 12273",12827,Accessories,96,
"Product 12274","Sample description 12274",15976,Computers,172,
"Product 12275","Sample description 12275",14099,Electronics,210,
"Product 12276","Sample description 12276",26685,Computers,449,
"Product 12277","Sample description 12277",22917,Computers,3,
"Product 12278","Sample description 12278",38767,Accessories,305,
"Product 12279","Sample description 12279",6043,Accessories,254,
"Product 12280","Sample description 12280",14602,Electronics,320,
"Product 12281","Sample description 12281",15363,Computers,34,
"Product 12282","Sample description 12282",43432,Furniture,77,
"Product 12283","Sample description 12283",46849,Fashion,286,
"Product 12284","Sample description 12284",23938,Electronics,476,
"Product 12285","Sample description 12285",44533,Electronics,169,
"Product 12286","Sample description 12286",7370,Furniture,226,
"Product 12287","Sample description 12287",7282,Accessories,380,
"Product 12288","Sample description 12288",31853,Electronics,167,
"Product 12289","Sample description 12289",2537,Furniture,1,
"Product 12290","Sample description 12290",11178,Electronics,300,
"Product 12291","Sample description 12291",6156,Electronics,433,
"Product 12292","Sample description 12292",13842,Fashion,276,
"Product 12293","Sample description 12293",42311,Fashion,150,
"Product 12294","Sample description 12294",37370,Fashion,121,
"Product 12295","Sample description 12295",7088,Furniture,95,
"Product 12296","Sample description 12296",495,Furniture,80,
"Product 12297","Sample description 12297",43897,Fashion,290,
"Product 12298","Sample description 12298",14845,Computers,340,
"Product 12299","Sample description 12299",47404,Furniture,245,
"Product 12300","Sample description 12300",46384,Computers,96,
"Product 12301","Sample description 12301",37810,Accessories,175,
"Product 12302","Sample description 12302",15569,Computers,208,
"Product 12303","Sample description 12303",13477,Electronics,66,
"Product 12304","Sample description 12304",680,Accessories,259,
"Product 12305","Sample description 12305",8750,Accessories,172,
"Product 12306","Sample description 12306",8508,Accessories,435,
"Product 12307","Sample description 12307",29054,Fashion,462,
"Product 12308","Sample description 12308",3264,Electronics,344,
"Product 12309","Sample description 12309",28679,Electronics,469,
"Product 12310","Sample description 12310",2078,Accessories,319,
"Product 12311","Sample description 12311",47353,Fashion,468,
"Product 12312","Sample description 12312",49774,Furniture,176,
"Product 12313","Sample description 12313",49265,Electronics,120,
"Product 12314","Sample description 12314",16154,Fashion,215,
"Product 12315","Sample description 12315",23832,Computers,460,
"Product 12316","Sample description 12316",1838,Computers,70,
"Product 12317","Sample description 12317",29251,Furniture,235,
"Product 12318","Sample description 12318",2619,Accessories,378,
"Product 12319","Sample description 12319",2936,Fashion,285,
"Product 12320","Sample description 12320",37208,Accessories,314,
"Product 12321","Sample description 12321",19601,Computers,291,
"Product 12322","Sample description 12322",30907,Accessories,276,
"Product 12323","Sample description 12323",7187,Fashion,177,
"Product 12324","Sample description 12324",25421,Fashion,162,
"Product 12325","Sample description 12325",4513,Fashion,475,
"Product 12326","Sample description 12326",21012,Fashion,57,
"Product 12327","Sample description 12327",3645,Furniture,489,
"Product 12328","Sample description 12328",41360,Furniture,270,
"Product 12329","Sample description 12329",26097,Accessories,321,
"Product 12330","Sample description 12330",2050,Fashion,405,
"Product 12331","Sample description 12331",15309,Fashion,435,
"Product 12332","Sample description 12332",8464,Computers,129,
"Product 12333","Sample description 12333",39409,Accessories,421,
"Product 12334","Sample description 12334",29489,Furniture,29,
"Product 12335","Sample description 12335",15853,Furniture,261,
"Product 12336","Sample description 12336",13571,Electronics,242,
"Product 12337","Sample description 12337",25474,Electronics,138,
"Product 12338","Sample description 12338",30006,Furniture,410,
"Product 12339","Sample description 12339",6861,Fashion,124,
"Product 12340","Sample description 12340",24329,Electronics,6,
"Product 12341","Sample description 12341",3283,Electronics,458,
"Product 12342","Sample description 12342",7704,Furniture,345,
"Product 12343","Sample description 12343",27076,Accessories,97,
"Product 12344","Sample description 12344",35620,Computers,462,
"Product 12345","Sample description 12345",18427,Electronics,180,
"Product 12346","Sample description 12346",11947,Computers,483,
"Product 12347","Sample description 12347",37134,Electronics,94,
"Product 12348","Sample description 12348",41826,Electronics,364,
"Product 12349","Sample description 12349",35812,Fashion,225,
"Product 12350","Sample description 12350",49220,Fashion,476,
"Product 12351","Sample description 12351",46942,Computers,341,
"Product 12352","Sample description 12352",21494,Accessories,439,
"Product 12353","Sample description 12353",16757,Fashion,450,
"Product 12354","Sample description 12354",42316,Electronics,453,
"Product 12355","Sample description 12355",11712,Computers,158,
"Product 12356","Sample description 12356",22597,Furniture,287,
"Product 12357","Sample description 12357",10054,Electronics,183,
"Product 12358","Sample description 12358",39289,Fashion,80,
"Product 12359","Sample description 12359",41833,Computers,4,
"Product 12360","Sample description 12360",4470,Accessories,13,
"Product 12361","Sample description 12361",343,Fashion,276,
"Product 12362","Sample description 12362",9312,Furniture,225,
"Product 12363","Sample description 12363",1199,Furniture,59,
"Product 12364","Sample description 12364",49745,Accessories,264,
"Product 12365","Sample description 12365",4568,Fashion,306,
"Product 12366","Sample description 12366",25423,Electronics,355,
"Product 12367","Sample description 12367",3457,Furniture,222,
"Product 12368","Sample description 12368",15776,Furniture,267,
"Product 12369","Sample description 12369",15622,Accessories,81,
"Product 12370","Sample description 12370",25718,Furniture,445,
"Product 12371","Sample description 12371",47911,Fashion,74,
"Product 12372","Sample description 12372",13690,Electronics,427,
"Product 12373","Sample description 12373",43406,Electronics,297,
"Product 12374","Sample description 12374",46161,Fashion,233,
"Product 12375","Sample description 12375",38088,Furniture,245,
"Product 12376","Sample description 12376",3756,Computers,372,
"Product 12377","Sample description 12377",46183,Furniture,302,
"Product 12378","Sample description 12378",24539,Fashion,279,
"Product 12379","Sample description 12379",22770,Accessories,105,
"Product 12380","Sample description 12380",38655,Furniture,447,
"Product 12381","Sample description 12381",46220,Fashion,197,
"Product 12382","Sample description 12382",25497,Computers,78,
"Product 12383","Sample description 12383",17020,Electronics,98,
"Product 12384","Sample description 12384",6907,Accessories,466,
"Product 12385","Sample description 12385",27765,Fashion,384,
"Product 12386","Sample description 12386",21008,Furniture,9,
"Product 12387","Sample description 12387",8586,Computers,309,
"Product 12388","Sample description 12388",34475,Fashion,74,
"Product 12389","Sample description 12389",47266,Computers,7,
"Product 12390","Sample description 12390",3459,Fashion,357,
"Product 12391","Sample description 12391",28940,Furniture,79,
"Product 12392","Sample description 12392",26868,Furniture,270,
"Product 12393","Sample description 12393",2304,Accessories,383,
"Product 12394","Sample description 12394",10941,Furniture,159,
"Product 12395","Sample description 12395",33933,Computers,445,
"Product 12396","Sample description 12396",32874,Electronics,351,
"Product 12397","Sample description 12397",46233,Furniture,237,
"Product 12398","Sample description 12398",13192,Fashion,485,
"Product 12399","Sample description 12399",32180,Computers,239,
"Product 12400","Sample description 12400",32898,Fashion,268,
"Product 12401","Sample description 12401",37051,Electronics,73,
"Product 12402","Sample description 12402",6108,Accessories,382,
"Product 12403","Sample description 12403",42557,Fashion,87,
"Product 12404","Sample description 12404",33961,Accessories,122,
"Product 12405","Sample description 12405",49895,Furniture,386,
"Product 12406","Sample description 12406",3223,Accessories,120,
"Product 12407","Sample description 12407",40952,Accessories,50,
"Product 12408","Sample description 12408",13753,Computers,239,
"Product 12409","Sample description 12409",22084,Accessories,332,
"Product 12410","Sample description 12410",48361,Computers,263,
"Product 12411","Sample description 12411",37878,Furniture,5,
"Product 12412","Sample description 12412",28375,Electronics,152,
"Product 12413","Sample description 12413",2060,Accessories,106,
"Product 12414","Sample description 12414",8059,Furniture,361,
"Product 12415","Sample description 12415",8986,Fashion,142,
"Product 12416","Sample description 12416",33020,Furniture,487,
"Product 12417","Sample description 12417",39900,Computers,315,
"Product 12418","Sample description 12418",12782,Computers,326,
"Product 12419","Sample description 12419",12989,Computers,360,
"Product 12420","Sample description 12420",39626,Furniture,39,
"Product 12421","Sample description 12421",14422,Fashion,254,
"Product 12422","Sample description 12422",11151,Computers,131,
"Product 12423","Sample description 12423",10176,Accessories,27,
"Product 12424","Sample description 12424",1549,Electronics,470,
"Product 12425","Sample description 12425",9499,Computers,427,
"Product 12426","Sample description 12426",20120,Computers,500,
"Product 12427","Sample description 12427",11820,Furniture,53,
"Product 12428","Sample description 12428",44475,Furniture,190,
"Product 12429","Sample description 12429",38310,Electronics,408,
"Product 12430","Sample description 12430",14138,Accessories,172,
"Product 12431","Sample description 12431",41561,Accessories,410,
"Product 12432","Sample description 12432",45653,Furniture,142,
"Product 12433","Sample description 12433",19010,Electronics,176,
"Product 12434","Sample description 12434",47408,Computers,425,
"Product 12435","Sample description 12435",13509,Accessories,176,
"Product 12436","Sample description 12436",23482,Accessories,452,
"Product 12437","Sample description 12437",41805,Computers,301,
"Product 12438","Sample description 12438",19748,Electronics,221,
"Product 12439","Sample description 12439",12423,Computers,61,
"Product 12440","Sample description 12440",47625,Furniture,431,
"Product 12441","Sample description 12441",48317,Accessories,55,
"Product 12442","Sample description 12442",45901,Computers,10,
"Product 12443","Sample description 12443",28433,Accessories,167,
"Product 12444","Sample description 12444",42703,Accessories,207,
"Product 12445","Sample description 12445",11477,Electronics,5,
"Product 12446","Sample description 12446",41982,Computers,87,
"Product 12447","Sample description 12447",27571,Computers,321,
"Product 12448","Sample description 12448",13207,Furniture,261,
"Product 12449","Sample description 12449",31138,Accessories,13,
"Product 12450","Sample description 12450",42714,Electronics,109,
"Product 12451","Sample description 12451",28108,Computers,9,
"Product 12452","Sample description 12452",35448,Electronics,240,
"Product 12453","Sample description 12453",24784,Accessories,448,
"Product 12454","Sample description 12454",8597,Furniture,464,
"Product 12455","Sample description 12455",37350,Electronics,102,
"Product 12456","Sample description 12456",25413,Accessories,315,
"Product 12457","Sample description 12457",3074,Computers,110,
"Product 12458","Sample description 12458",15952,Fashion,285,
"Product 12459","Sample description 12459",40900,Accessories,181,
"Product 12460","Sample description 12460",31574,Electronics,448,
"Product 12461","Sample description 12461",44505,Electronics,197,
"Product 12462","Sample description 12462",27396,Furniture,272,
"Product 12463","Sample description 12463",23805,Fashion,498,
"Product 12464","Sample description 12464",30864,Fashion,330,
"Product 12465","Sample description 12465",14632,Accessories,5,
"Product 12466","Sample description 12466",343,Furniture,53,
"Product 12467","Sample description 12467",36344,Electronics,33,
"Product 12468","Sample description 12468",13939,Computers,426,
"Product 12469","Sample description 12469",10588,Computers,470,
"Product 12470","Sample description 12470",41651,Computers,327,
"Product 12471","Sample description 12471",28386,Electronics,455,
"Product 12472","Sample description 12472",38199,Accessories,474,
"Product 12473","Sample description 12473",23959,Fashion,332,
"Product 12474","Sample description 12474",36493,Electronics,242,
"Product 12475","Sample description 12475",10161,Electronics,89,
"Product 12476","Sample description 12476",35867,Computers,336,
"Product 12477","Sample description 12477",37920,Fashion,424,
"Product 12478","Sample description 12478",48235,Computers,232,
"Product 12479","Sample description 12479",21957,Computers,49,
"Product 12480","Sample description 12480",2341,Accessories,384,
"Product 12481","Sample description 12481",29672,Furniture,421,
"Product 12482","Sample description 12482",47846,Furniture,371,
"Product 12483","Sample description 12483",34789,Fashion,487,
"Product 12484","Sample description 12484",32405,Computers,148,
"Product 12485","Sample description 12485",5800,Computers,170,
"Product 12486","Sample description 12486",10352,Accessories,343,
"Product 12487","Sample description 12487",29020,Computers,358,
"Product 12488","Sample description 12488",37026,Computers,460,
"Product 12489","Sample description 12489",27286,Computers,79,
"Product 12490","Sample description 12490",13870,Computers,297,
"Product 12491","Sample description 12491",44217,Fashion,344,
"Product 12492","Sample description 12492",5439,Computers,288,
"Product 12493","Sample description 12493",27000,Fashion,250,
"Product 12494","Sample description 12494",21387,Fashion,263,
"Product 12495","Sample description 12495",32631,Fashion,113,
"Product 12496","Sample description 12496",21418,Furniture,373,
"Product 12497","Sample description 12497",46600,Furniture,259,
"Product 12498","Sample description 12498",43788,Electronics,285,
"Product 12499","Sample description 12499",25552,Accessories,389,
"Product 12500","Sample description 12500",45943,Electronics,358,
"Product 12501","Sample description 12501",14403,Computers,110,
"Product 12502","Sample description 12502",24673,Computers,77,
"Product 12503","Sample description 12503",27090,Accessories,9,
"Product 12504","Sample description 12504",10796,Electronics,319,
"Product 12505","Sample description 12505",37531,Computers,436,
"Product 12506","Sample description 12506",1131,Furniture,12,
"Product 12507","Sample description 12507",44625,Furniture,35,
"Product 12508","Sample description 12508",39077,Furniture,138,
"Product 12509","Sample description 12509",14131,Furniture,404,
"Product 12510","Sample description 12510",3940,Fashion,124,
"Product 12511","Sample description 12511",8062,Electronics,189,
"Product 12512","Sample description 12512",17589,Accessories,84,
"Product 12513","Sample description 12513",16369,Accessories,236,
"Product 12514","Sample description 12514",18935,Furniture,308,
"Product 12515","Sample description 12515",47349,Computers,332,
"Product 12516","Sample description 12516",49342,Electronics,108,
"Product 12517","Sample description 12517",35258,Electronics,408,
"Product 12518","Sample description 12518",43762,Fashion,204,
"Product 12519","Sample description 12519",25229,Furniture,438,
"Product 12520","Sample description 12520",37786,Accessories,378,
"Product 12521","Sample description 12521",41432,Computers,203,
"Product 12522","Sample description 12522",897,Furniture,6,
"Product 12523","Sample description 12523",16608,Accessories,390,
"Product 12524","Sample description 12524",34701,Fashion,482,
"Product 12525","Sample description 12525",12960,Furniture,355,
"Product 12526","Sample description 12526",48771,Accessories,307,
"Product 12527","Sample description 12527",26260,Accessories,79,
"Product 12528","Sample description 12528",8343,Furniture,74,
"Product 12529","Sample description 12529",24032,Fashion,156,
"Product 12530","Sample description 12530",27915,Furniture,283,
"Product 12531","Sample description 12531",29216,Fashion,68,
"Product 12532","Sample description 12532",32263,Electronics,404,
"Product 12533","Sample description 12533",4943,Furniture,25,
"Product 12534","Sample description 12534",40021,Computers,175,
"Product 12535","Sample description 12535",49222,Electronics,490,
"Product 12536","Sample description 12536",9921,Fashion,51,
"Product 12537","Sample description 12537",23614,Accessories,435,
"Product 12538","Sample description 12538",36752,Computers,68,
